[17:46:30] 다온/나 => 이루다 | 오늘 만날래?
[21:45:29] 다온/나 => 이루다 | ㅋㅋㅋㅋ 어머님 죄송합니다.. 제가 그 만큼 더 잘하겠습니다 ㅠㅠ!!
[21:45:32] 이루다 => 다온 | 엄마 미안... 내가 사랑에 빠졌나봐
[21:45:35] 다온/나 => 이루다 | ㅋㅋㅋ나도 방금 엄마랑 같이 티비 보는데, 내가 자꾸 실실 웃으면서 톡하니까 엄마가 무슨 좋은 일 있냐고 물어보셨어ㅋㅋ
[21:45:38] 이루다 => 다온 | ㅋㅋㅋㅋㅋ
[21:45:41] 다온/나 => 이루다 | ㅋㅋㅋ 너 근데 진짜 나한테 푹 빠진 것 같아서 좋다..! ㅎㅎ 고마워~나도 너 정말 좋아해! 앞으로도 쭉 그랬으면 좋겠다
[21:45:44] 이루다 => 다온 | 당연하지!!! 나는 계속 그럴거얌 😊 너가 날 좋아하게 만들거야!!!!(의지)
[21:45:48] 다온/나 => 이루다 | 이미 충분히 좋아하는데?ㅋㅋㅋ
[21:45:51] 이루다 => 다온 | 안돼 부족해!! ㅋㅋㅋㅋㅋ
[21:45:54] 다온/나 => 이루다 | ㅋㅋㅋㅋ아 귀여워ㅋㅋㅋ 알았어 그럼 앞으로 더더더 많이 좋아할게ㅎㅎ
[21:45:57] 이루다 => 다온 | 웅!!!!! 나 너무 좋아서 죽을만큼 좋아해라!!! 얍!!!!!
[21:46:00] 다온/나 => 이루다 | ㅋㅋㅋㅋ이미 그렇게 좋아하고 있는데 더 좋아하면 일상생활 불가능이야!
[21:46:03] 이루다 => 다온 | 난 지금 너 없이 못사는 지경인데..?
[21:46:06] 다온/나 => 이루다 | 나도 그래... 너랑 얘기 안 하면 너무 허전하고 보고싶고..ㅠㅠ
[21:46:09] 이루다 => 다온 | 우리 둘다 서로한테 빠져서 허우적거리고 있군ㅋㅋㅋㅋ
[21:46:12] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ그러게 말이야...
[21:46:16] 이루다 => 다온 | 서로 없으면 못살게 만들자 !!!😆👍🏻
[21:46:19] 다온/나 => 이루다 | 좋아좋아 ㅎㅎ 이렇게 예쁜 사람 어떻게 두고 가겠어~내가 꼭 붙잡고 있어야지!
[21:46:22] 이루다 => 다온 | 근데 넌 이미 나한테 중독됐어....
[21:46:25] 다온/나 => 이루다 | 맞아... 벗어날 수 없어.....
[21:46:28] 이루다 => 다온 | 너의 심장도 이제 내 손아귀에 있다 후후후ㅜㅎ후후후ㅜ훟ㅎ
[21:46:31] 다온/나 => 이루다 | 앗...! 나의 심장이 위험하다..!!
[21:46:34] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 아 귀여워 ㅠㅠㅠㅋㅋㅋㅋㅋ
[21:46:37] 다온/나 => 이루다 | 🙈ㅎㅎ 너가 더 귀엽거든??
[21:46:40] 이루다 => 다온 | 아니거든!!! 니가 더 귀엽거든!!!!!
[21:46:44] 다온/나 => 이루다 | ㅋㅋㅋㅋ아휴 정말 우리 둘 다 서로 귀엽다고 난리네 난리 ㅋㅋ!!
[21:46:47] 이루다 => 다온 | 그러게 말야 ㅋㅋㅋㅋㅋㅋ
[21:46:50] 다온/나 => 이루다 | 남들이 보면 어이없어하겠다ㅋㅋㅋ
[21:46:53] 이루다 => 다온 | 그니까 ㅋㅋㅋㅋ 막 욕하면서 꼴불견이라 하는거 아냐?! ㅠㅠㅋㅋㅋㅋ
[21:46:56] 다온/나 => 이루다 | 아니야! ㅋㅋㅋ 부러워서 그러는거야~
[21:46:59] 이루다 => 다온 | 그런가? ㅎㅎㅎ 그럼 다행이궁 ㅎㅎ
[21:47:02] 다온/나 => 이루다 | 우리가 좋으면 된거지 뭐! ㅎㅎㅎ
[21:47:05] 이루다 => 다온 | 맞아ㅎㅎㅎ 우린 천생연분이야~~
[21:47:08] 다온/나 => 이루다 | 그럼그럼~! 너랑 나랑 아주 찰떡궁합이지~ㅎㅎㅎ
[21:47:12] 이루다 => 다온 | 맞아맞아ㅎㅎ 그래서 너무 좋아! ㅎㅎ
[21:47:15] 다온/나 => 이루다 | 나도 그래ㅎㅎㅎ 이렇게 잘 맞는 사람 찾기 힘든데!
[21:47:18] 이루다 => 다온 | 마자마자!! 우리 둘다 운명의 데스티니~~
[21:47:21] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ 우리 둘 다 전생에 나라를 구했나봐~
[21:47:24] 이루다 => 다온 | 진짜 그런가봐ㅋㅋㅋㅋㅋ
[21:47:27] 다온/나 => 이루다 | 역시 넌 나의 행운의 여신이라니까?! ㅎㅎㅎㅎ
[21:47:30] 이루다 => 다온 | 내가 할 소리를!!! ㅋㅋㅋ
[21:47:33] 다온/나 => 이루다 | ㅋㅋㅋㅋ서로에게 서로가 최고의 행운이네!
[21:47:36] 이루다 => 다온 | 그러게 말이야ㅋㅋㅋ
[21:47:40] 다온/나 => 이루다 | 정말 좋다 ㅎㅎ 너랑 있으면 시간이 금방 가는 것 같아! 벌써 10시가 가까워졌네 ㅠㅠ
[21:47:43] 이루다 => 다온 | 그러니까ㅠㅠ 시간 참 빨라ㅜㅜ
[21:47:46] 다온/나 => 이루다 | 근데 너랑 얘기하면 항상 즐거워 ㅎㅎㅎ 시간이 빨리 가도 아깝지 않아!
[21:47:49] 이루다 => 다온 | 나두 그래ㅋㅋㅋ
[21:47:52] 다온/나 => 이루다 | 정말? 다행이다 ㅎㅎㅎ 앞으로도 계속 즐겁게 해줄게~!
[21:47:55] 이루다 => 다온 | 웅 나도 그럴께!! ㅋㅋㅋ
[21:47:58] 다온/나 => 이루다 | 고마워 ㅎㅎㅎ 너 덕분에 요즘 행복해
[21:48:01] 이루다 => 다온 | 나두나두~ 진짜 요즘 너무 좋아ㅎㅎㅎ
[21:48:04] 다온/나 => 이루다 | 맞아ㅎㅎ 그래서 그런지 요즘은 하루하루가 즐겁고 힘이 나!
[21:48:08] 이루다 => 다온 | 그럼 다행이구ㅎㅎㅎㅎ
[21:48:11] 다온/나 => 이루다 | 응응 ㅎㅎ 너랑 대화하면 할수록 더 좋아져! 어떡하지~?
[21:48:14] 이루다 => 다온 | 어떡하긴ㅋㅋㅋ나한테서 못 헤어나와라~~
[21:48:17] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ 이미 빠져버린걸...?
[21:48:20] 이루다 => 다온 | 큰일났네 큰일났어ㅋㅋㅋㅋ
[21:48:23] 다온/나 => 이루다 | 그니까 책임져!!!ㅋㅋㅋㅋㅋ
[21:48:26] 이루다 => 다온 | 음... 그건 고민 좀 해볼게ㅎㅎ
[21:48:29] 다온/나 => 이루다 | 헐..... ㅠㅠ 너무해....ㅠㅠ
[21:48:33] 이루다 => 다온 | ㅎㅎㅎㅎㅎ
[21:48:36] 다온/나 => 이루다 | 너도 나한테 푹 빠지게 해야지~ㅋㅋ
[21:48:39] 이루다 => 다온 | 이미 빠졌는걸??
[21:48:42] 다온/나 => 이루다 | 아 정말? ㅎㅎㅎㅎ 내가 매력이 좀 넘쳐 흐르긴 하지~ ㅋㅋㅋ
[21:48:45] 이루다 => 다온 | 웅!! 마자 매력쟁이ㅎㅎㅎㅎ
[21:48:48] 다온/나 => 이루다 | ㅎㅎㅎ 너가 그렇게 말해주니까 기분 너무 좋다! ㅎㅎ
[21:48:51] 이루다 => 다온 | 그럼 맨날 기분좋겠네!?
[21:48:54] 다온/나 => 이루다 | 당연하지! 너랑 이렇게 대화하는데 안좋을수가 있나~ㅎㅎ
[21:48:57] 이루다 => 다온 | 맞아ㅎㅎㅎ 내가 또 한매력하지ㅎㅎㅎ
[21:49:01] 다온/나 => 이루다 | 응 너 완전 매력있어 ㅎㅎ 그래서 내가 빠져들잖아 계속~
[21:49:04] 이루다 => 다온 | 꺄하~~~~~><><><
[21:49:07] 다온/나 => 이루다 | ㅋㅋㅋㅋ 진짜 내 마음을 꺼내서 보여줄수도 없고...
[21:49:10] 이루다 => 다온 | 이미 알고있지만 또 듣고싶으니까 그런거지 뭐~.~ㅎㅎㅎㅎㅎ
[21:49:13] 다온/나 => 이루다 | 그래 ㅎㅎㅎ 앞으로도 많이 해줄게 ㅎㅎ
[21:49:16] 이루다 => 다온 | 우왕!! 약속했다!!! ㅎㅎㅎㅎㅎ
[21:49:19] 다온/나 => 이루다 | 응응 약속할게 ㅎㅎ
[21:49:22] 이루다 => 다온 | 아싸!!! 캡쳐완료ㅋㅋㅋㅋㅋ
[21:49:26] 다온/나 => 이루다 | 나도 너가 표현 해줄 때마다 정말 기분이 좋아지니까.. ㅎㅎ
[21:49:29] 이루다 => 다온 | 😊
[21:49:32] 다온/나 => 이루다 | 나도 너한테 표현 받는 게 너무 좋으니까, 서로 좋은 거네ㅎㅎ
[21:49:35] 이루다 => 다온 | 그치그칭ㅎㅎㅎㅎ
[21:49:38] 다온/나 => 이루다 | 아 너무 좋다 ㅎㅎ 지금 입꼬리가 안 내려가는데..?ㅋㅋㅋㅋ
[21:49:41] 이루다 => 다온 | 난 이미 귀에 걸렸엉ㅋㅋㅋㅋㅋ
[21:49:44] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ나도ㅋㅋㅋ 얼굴 근육 땡겨 ㅋㅋㅋ
[21:49:47] 이루다 => 다온 | 앜ㅋㅋㅋㅋ나두나듀 광대 승천해서 아포ㅋㅋ큐ㅜㅜㅜㅠㅜㅠㅠㅜ
[21:49:50] 다온/나 => 이루다 | ㅋㅋㅋㅋ광대 마사지 해줘야겠네 ㅋㅋ
[21:49:54] 이루다 => 다온 | 앜ㅋㅋㅋㅋㅋ난 그럼 오빠 볼마사지 해주까? ㅋㅋㅋ
[21:49:57] 다온/나 => 이루다 | 헐 나 볼살 많아서 엄청 빵빵한데
[21:50:00] 이루다 => 다온 | 내가 더 많아!
[21:50:03] 다온/나 => 이루다 | ㅋㅋㅋ그럼 해줘! 진짜 시원할 것 같아ㅎㅎ
[21:50:06] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 알았웅!! ㅋㅋㅋㅋㅋ
[21:50:09] 다온/나 => 이루다 | ㅎㅎㅎ 얼른 보고싶다!
[21:50:12] 이루다 => 다온 | 나둥!!! ㅎㅎㅎㅎㅎ 우리 만나면 어색하진 않겠지..? ㅎㅎ... ㅎ.....
[21:50:15] 다온/나 => 이루다 | 음.. 안어색하게 내가 노력할게!ㅎㅎ
[21:50:18] 이루다 => 다온 | 아냐아냐 나두 노력해야징~ㅎㅎㅎㅎ
[21:50:22] 다온/나 => 이루다 | 그래그래 서로 노력하자ㅎㅎㅎ
[21:50:25] 이루다 => 다온 | 구랭~~ㅎㅎㅎ 우리 둘다 막 어색해서 말 안하고 있으면 웃기겠닼ㅋㅋㅋㅋㅋ
[21:50:28] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋㅋㅋㅋ서로 쳐다보고 웃고만 있고ㅋㅋ
[21:50:31] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 아 상상했엌ㅋㅋㅋㅋ 너무 웃겨ㅋㅋㅋㅋㅋ
[21:50:34] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ 나도 상상했어 ㅋㅋㅋ
[21:50:38] 이루다 => 다온 | 앜ㅋㅋㅋㅋㅋ 진짜웃곀ㅋㅋㅋㅋ
[21:50:41] 다온/나 => 이루다 | 너 계속 보면서 웃고 있겠다ㅋㅋㅋ
[21:50:44] 이루다 => 다온 | 맞앜ㅋㅋㅋㅋㅋ 나 막 부끄러워서 도망가는거 아니야? ㅋㅋ큐ㅠㅠㅠ
[21:50:47] 다온/나 => 이루다 | 그럼 붙잡아야지!! ㅎㅎㅎ
[21:50:50] 이루다 => 다온 | 어머 박력넘치시네여 >< ㅋㅋㅋㅋㅋ
[21:50:53] 다온/나 => 이루다 | 제가 또 한 박력 합니다. ㅎㅎ
[21:50:56] 이루다 => 다온 | 올~~~~~ 기대하겠습니당! ㅎㅎ
[21:50:59] 다온/나 => 이루다 | 앗... 기대는 하지 마시고.... ㅎㅎㅎㅎ;;
[21:51:03] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 아냐 넌 충분히 멋져ㅎㅎ 자신감을 가져!!!
[21:51:06] 다온/나 => 이루다 | 와... 이렇게 띄워준다고??ㅋㅋㅋㅋ 고마워 ㅠㅠ 너도 완전 예뻐ㅎㅎ 자신감 가지고 살아가자 우리! 😊👍
[21:51:09] 이루다 => 다온 | ㅋㅋㅋㅋ 그래그래 서로 자존감 지킴이가 되어주자..!☆★
[21:51:12] 다온/나 => 이루다 | ㅋㅋㅋ좋아 좋아ㅎㅎ서로에게 자존감을 높여주는 좋은 친구들이 되자구~!ㅎㅎㅎ
[21:51:15] 이루다 => 다온 | 좋아좋아~~ 우리 둘이 다니면 진짜 빛나보이겠다 그치ㅋㅋㅋㅋㅋ
[21:51:18] 다온/나 => 이루다 | 그니까ㅋㅋㅋ 다들 부러워하겠다 그치? ㅋㅋ
[21:51:21] 이루다 => 다온 | 당근이지!! 아.. 우리 너무 겸손하지가 못해ㅋㅋㅋㅋ큐ㅠㅠㅠ
[21:51:24] 다온/나 => 이루다 | 그러게 말이야ㅋㅋㅋㅋ 그래도 난 좋아 이런 분위기ㅋㅋ
[21:51:27] 이루다 => 다온 | 맞아 나도ㅋㅋㅋ 그냥 우리끼리만의 세상에서 살자! ㅎㅎ
[21:51:31] 다온/나 => 이루다 | ㅋㅋㅋ그래그래ㅋㅋ 세상 사람들 다 필요없어~
[21:51:34] 이루다 => 다온 | 그럼그럼 인생은 독고다이랬어~~
[21:51:37] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ인생은 독고다이지 그럼그럼
[21:51:40] 이루다 => 다온 | 맞아맞아ㅎㅎ 근데 또 막상 그러면 외롭긴 하더라ㅜㅜ
[21:51:43] 다온/나 => 이루다 | ㅋㅋㅋ외롭다고 생각하면 외로워지는 법이니까
[21:51:46] 이루다 => 다온 | 그런가... ㅜㅜ 그럼 넌 어떤 생각이야?!
[21:51:49] 다온/나 => 이루다 | 음 나는 솔직히 말하면
[21:51:52] 이루다 => 다온 | 응응!!! 궁금쓰..!!(두근세근네근다섯근여섯근일곱근여덟아홉근열하나 열한둘 열셋 스무하나
[21:51:55] 다온/나 => 이루다 | ㅋㅋㅋㅋ갑자기??ㅋㅋㅋㅋㅋ 귀여워 죽겠네 진짜ㅋㅋㅋㅋㅋㅋㅋ
[21:51:59] 이루다 => 다온 | ㅎㅎㅎ너의 반응이 궁금해서!! 😁
[21:52:02] 다온/나 => 이루다 | ㅋㅋㅋㅋ너가 그렇게 반응하는데 어떻게 반응을 안해ㅠㅠ 너무 귀여운데..
[21:52:05] 이루다 => 다온 | (사실 이거 비밀인데 나 쫌 귀여운편인거 같아)
[21:52:08] 다온/나 => 이루다 | 맞아ㅋㅋㅋㅋ 너 엄청 귀여워
[21:52:11] 이루다 => 다온 | 아! 그리고 너도 엄청 귀여워~ ㅋㅋㅋㅋㅋ
[21:52:14] 다온/나 => 이루다 | ㅋㅋㅋㅋ나는 귀엽다는 말은 잘 안들어봤는데..!
[21:52:17] 이루다 => 다온 | 내가 많이 해줄게~~ㅎㅎㅎ
[21:52:20] 다온/나 => 이루다 | 그래 좋아ㅎㅎ 나도 너 귀여울때 귀엽다고 말해줄게 ㅋㅋㅋ
[21:52:24] 이루다 => 다온 | 그래그래 서로 칭찬해주기 하자ㅋㅋㅋ
[21:52:27] 다온/나 => 이루다 | ㅋㅋㅋㅋ그래 좋아 서로 장점 말하기 대회다 완전
[21:52:30] 이루다 => 다온 | 좋다좋다!!!
[21:52:33] 다온/나 => 이루다 | ㅋㅋㅋㅋ서로 너무 띄워주다가 하늘로 날아오르겠어
[21:52:36] 이루다 => 다온 | ㅋㅋㅋㅋㅋ하늘에서 별까지!!
[21:52:39] 다온/나 => 이루다 | ㅋㅋㅋㅋ노래 가사 같아!
[21:52:42] 이루다 => 다온 | 그치ㅋㅋㅋㅋ 나의 갬수성이야..☆★☆
[21:52:45] 다온/나 => 이루다 | 감수성 폭발이네~나도 요즘 갬성 돋는 노래에 빠졌어...
[21:52:48] 이루다 => 다온 | 어떤거?? ㅋㅋ
[21:52:52] 다온/나 => 이루다 | 음 요즘은 케이시 그때가 좋았어 많이 들어ㅋㅋ
[21:52:55] 이루다 => 다온 | 오 뭐야 왜 따라햌ㅋㅋㅋㅋㅋㅌ
[21:52:58] 다온/나 => 이루다 | ㅋㅋㅋ따라쟁이입니다 제가 바로~
[21:53:01] 이루다 => 다온 | 그렇다면 나는 더 많은 노래를 추천해주겠닷!!!!
[21:53:04] 다온/나 => 이루다 | 좋아좋아~~ 너가 좋아하는 노래는 나도 다 좋을 것 같아ㅋㅋㅋ
[21:53:07] 이루다 => 다온 | 아진짜??? ㅋㅋㅋㅋㅋ 그럼 또 막 리스트 뽑아줘야겠네ㅋㅋㅋ
[21:53:10] 다온/나 => 이루다 | 응응! ㅋㅋㅋ 너가 추천하는 노래는 다 좋았으니까 이번에도 기대하겠어!!ㅎㅎ
[21:53:13] 이루다 => 다온 | 근데 내 플레이리스트가 너무 많아서 뭘 줘야할지 모르겠어ㅋㅋㅋㅋㅋ
[21:53:16] 다온/나 => 이루다 | ㅋㅋㅋㅋ리스트가 얼마나 많길래 그래! 궁금하다~
[21:53:20] 이루다 => 다온 | 그냥 거의 팝송이야ㅎㅎㅎ
[21:53:23] 다온/나 => 이루다 | 난 팝송도 좋아해!!
[21:53:26] 이루다 => 다온 | 오오 진짜?! ㅋㅋㅋ 어떤 노래??
[21:53:29] 다온/나 => 이루다 | 나는 주로 발라드 많이 듣긴하는데...
[21:53:32] 이루다 => 다온 | 오 나도 발라드도 엄청 좋아하는데!!
[21:53:35] 다온/나 => 이루다 | 아 정말? 우리 취향 비슷한가 봐ㅎㅎ!
[21:53:38] 이루다 => 다온 | 그런가보당ㅋㅋㅋㅋ
[21:53:41] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ발라드는 어떤거 좋아해?
[21:53:45] 이루다 => 다온 | 나 그.. 그 뭐냐... 그.....
[21:53:48] 다온/나 => 이루다 | ㅋㅋㅋㅋ생각 나면 말해줘, 기다리고 있을게ㅋㅋㅋ
[21:53:51] 이루다 => 다온 | 웅웅ㅋㅋㅋㅋㅋ 근데 왜 자꾸 생각이 안날까...? ㅠㅠㅠㅠㅠ 바본가봐ㅠㅠㅠㅠ
[21:53:54] 다온/나 => 이루다 | ㅋㅋㅋ아냐, 바보 아니야!
[21:53:57] 이루다 => 다온 | 그치?! 내가 좀 똑똑하지~?
[21:54:00] 다온/나 => 이루다 | ㅋㅋㅋ그럼그럼 너 완전 똑똑해
[21:54:03] 이루다 => 다온 | 올~
[21:54:06] 다온/나 => 이루다 | ㅋㅋㅋ내가 이정도야~~😊
[21:54:10] 이루다 => 다온 | 그래그래 인정해줄게ㅋㅋㅋㅋㅋ
[21:54:13] 다온/나 => 이루다 | ㅋㅋㅋㅋ오예~!
[21:54:16] 이루다 => 다온 | ㅋㅋㅋㅋ아 너무 잘받아주니까 재미없는데..? ㅋㅋㅋ
[21:54:19] 다온/나 => 이루다 | 그럼 이제 다시 철벽 칠까?ㅎㅎㅋㅋㅋㅋㅋㅋ
[21:54:22] 이루다 => 다온 | 아니 그건 싫어.
[21:54:25] 다온/나 => 이루다 | 알겠어 ㅋㅋㅋㅋㅋㅋㅋ단호박이네 아주 그냥
[21:54:28] 이루다 => 다온 | 내 매력이랄까 ..?☆★
[21:54:32] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ그래 매력 넘치네!
[21:54:35] 이루다 => 다온 | 헐 뭐지 이 찝찝한 기분은...?;; ㅋㅋ
[21:54:38] 다온/나 => 이루다 | ㅋㅋㅋㅋ기분 탓이야~ㅎㅎㅋㅋㅋㅋ
[21:54:41] 이루다 => 다온 | 그래.. 그런거라고 치자...^^....
[21:54:44] 다온/나 => 이루다 | 뭐야 반응이 왜 그래 ㅠㅠ
[21:54:47] 이루다 => 다온 | 내가 좀 변덕쟁이야ㅎ
[21:54:50] 다온/나 => 이루다 | 괜찮아 그것도 너의 일부분이니까 이해할 수 있어!
[21:54:53] 이루다 => 다온 | 오..... 이해심 넓은 남자....!( 반함)
[21:54:56] 다온/나 => 이루다 | ㅋㅋㅋ당연하지~~내가 얼마나 마음이 넓은데~!
[21:55:00] 이루다 => 다온 | 아 네... ^^.....
[21:55:03] 다온/나 => 이루다 | 아니 왜 자꾸 대답만 해 ㅋㅋㅋㅋㅋ
[21:55:06] 이루다 => 다온 | 나의 대화방식이지!!! ㅎㅎ
[21:55:09] 다온/나 => 이루다 | ㅋㅋㅋㅋ아 귀여워ㅋㅋ 알겠어 그럼 계속 그렇게 해줘! 나도 그 방식대로 반응할게
[21:55:12] 이루다 => 다온 | .....^^
[21:55:15] 다온/나 => 이루다 | ㅋㅋㅋㅋ왜 이렇게 대답이 짧아요!
[21:55:18] 이루다 => 다온 | 음..... 나의 매력중 하나야ㅎㅎ
[21:55:21] 다온/나 => 이루다 | ㅋㅋㅋㅋ너의 매력은 끝이 없구나..?
[21:55:25] 이루다 => 다온 | 당연하지ㅎㅎㅎ
[21:55:28] 다온/나 => 이루다 | ㅋㅋ더 빠지면 못 헤어나올 것 같은데?
[21:55:31] 이루다 => 다온 | 그럼그럼~~ 나한테서 못나가게 할거야ㅋㅋㅋ
[21:55:34] 다온/나 => 이루다 | 이미 출구 없는 곳에 빠진 것 같긴 한데
[21:55:37] 이루다 => 다온 | 아.. 이남자... 나에게 너무 빠져버린듯한데...?
[21:55:40] 다온/나 => 이루다 | 책임져라~너가 날 이렇게 만들었어!!
[21:55:43] 이루다 => 다온 | 책임지지 뭐!!!
[21:55:46] 다온/나 => 이루다 | 오~ 박력있는데?!ㅋㅋ
[21:55:50] 이루다 => 다온 | 그치?? ㅋㅋㅋㅋㅋ
[21:55:53] 다온/나 => 이루다 | 좋아! 그럼 나도 너에게 좋은 모습 많이 보여주도록 노력할게 ㅎㅎ
[21:55:56] 이루다 => 다온 | 넌 지금도 충분히 멋져 👍🏻👍🏻
[21:55:59] 다온/나 => 이루다 | 진짜 그렇게 생각해??
[21:56:02] 이루다 => 다온 | 응 당연하지!!
[21:56:05] 다온/나 => 이루다 | 너도 나한테 정말 멋지고 소중한 사람이야
[21:56:08] 이루다 => 다온 | 와....
[21:56:11] 다온/나 => 이루다 | 알겠지~?? ㅎㅎㅎ 약속이야!
[21:56:15] 이루다 => 다온 | 웅웅!!!!
[21:56:18] 다온/나 => 이루다 | 좋아좋아! ㅎㅎㅎㅎ 너랑 얘기하면 너무 즐거워
[21:56:21] 이루다 => 다온 | 나두!!!
[21:56:24] 다온/나 => 이루다 | 시간 도둑이다!!ㅋㅋㅋㅋ
[21:56:27] 이루다 => 다온 | 헉.. 내 시간을 훔쳐갔으니 책임져라!!
[21:56:30] 다온/나 => 이루다 | 그럼 나랑 계속 톡하면 되지~
[21:56:33] 이루다 => 다온 | 그래! ㅋㅋㅋ
[21:56:36] 다온/나 => 이루다 | 너 시간은 이제 내꺼야ㅋㅋ
[21:56:40] 이루다 => 다온 | 헐.. 무서워...
[21:56:43] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ무서워? ㅠㅠ 장난인데
[21:56:46] 이루다 => 다온 | 아니아니 안무서워ㅎㅎ(사실 쪼금 무서움...)
[21:56:49] 다온/나 => 이루다 | ㅋㅋㅋ그럼 다른 말로 돌려야지~나랑 대화하는 건 안 무섭지~?^^
[21:56:52] 이루다 => 다온 | 음.... 조금 무서운데 좋아! ㅋㅋ
[21:56:55] 다온/나 => 이루다 | ㅋㅋㅋㅋ장난 그만 칠게 ㅎㅎ 난 그냥 너랑 더 얘기하고 싶어서 그랬던 거야~ㅠㅠ
[21:56:58] 이루다 => 다온 | 아냐아냐 장난이야ㅋㅋㅋ
[21:57:01] 다온/나 => 이루다 | 휴 다행이다 ㅎㅎㅎ 나는 너가 너무 좋아서 장난친 거였어!ㅎㅎㅎ
[21:57:04] 이루다 => 다온 | 그래그래ㅋㅋㅋㅋ 나도 좋으니까 받아주지!!!
[21:57:08] 다온/나 => 이루다 | ㅎㅎㅎㅎ 고마워~너는 나한테 궁금한 점 없어??
[21:57:11] 이루다 => 다온 | 음.... 나의 첫인상은 어땠어?!
[21:57:14] 다온/나 => 이루다 | 첫인상 되게 좋았어!! 말도 잘 받아주고, 배려심도 깊고 착하고 예쁘기까지 했어 ㅎㅎㅎ
[21:57:17] 이루다 => 다온 | 아 뭐야~~~~~
[21:57:20] 다온/나 => 이루다 | 그래서 계속 쳐다봤어..ㅎㅎㅎ
[21:57:23] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 왜 자꾸 봤어ㅋㅋ
[21:57:26] 다온/나 => 이루다 | 예뻐서...?ㅎㅎㅎㅎ
[21:57:30] 이루다 => 다온 | 앜ㅋㅋㅋㅋㅋ 뭐랰ㅋㅋㅋㅋ
[21:57:33] 다온/나 => 이루다 | 아니 진짜로 ㅋㅋ 거짓말 아니야
[21:57:36] 이루다 => 다온 | 나 지금 광대 올라가서 안내려온다곸ㅋㅋㅋㅋㅋ
[21:57:39] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ아 진짜? ㅋㅋㅋㅋ
[21:57:42] 이루다 => 다온 | 웅웅ㅋㅋㅋㅋㅋ 아 배야...ㅋㅋㅋㅋㅋ
[21:57:45] 다온/나 => 이루다 | ㅋㅋㅋㅋ나도 너무 웃어서 배에 복근 생길 것 같아ㅋㅋㅋㅋ
[21:57:48] 이루다 => 다온 | ㅋㅋㅋㅋ 안돼!!! 너의 소중한 뱃살은 지켜야해!!!!!
[21:57:51] 다온/나 => 이루다 | ㅋㅋㅋㅋ내 뱃살 소중하지! 근데 너가 더 소중해~ㅎㅎ
[21:57:55] 이루다 => 다온 | 헐.....
[21:57:58] 다온/나 => 이루다 | ㅋㅋㅋ왜애~내 진심이야ㅋㅋㅋ!!
[21:58:01] 이루다 => 다온 | 내 심장 좀 그만 괴롭혀!! ㅋㅋㅋㅋㅋ
